Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,LotFrontageLog,LotAreaLog,1stFlrSFLog,GrLivAreaLog,2ndFlrDummy,3SsnPorchDummy,AlleyDummy,EnclosedPorchDummy,FireplaceDummy,LowQualFinDummy,OpenPorchDummy,PoolDummy,ScreenPorchDummy,PorchDummy,BsmtDummy,DeckDummy,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,TotalSFLog,Total_sqr_footageLog,Total_porch_sfLog,TotalSFxOverallQual,GrLivAreaxOverallQual,BsmtFinSF1xOverallQual,LotAreaxOverallQual,TotalSFxLotArea
167,20,RL,75.51749859799975,10708,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,379.0,BLQ,768.0,470.0,1617.0,GasA,Ex,Y,FuseA,1867,0,0,1867,1.0,0.0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,1955.0,Fin,1.0,303.0,TA,TA,Y,476,0,0,0,142,0,NA,GdWo,NA,0,11,2009,COD,Normal,190000.0,12.154779351142624,4.324364398910506,9.278746404640243,7.532088143541722,7.532088143541722,0,0,0,0,1,0,0,0,1,1,1,1,3948,3484.0,3014.0,2.0,618,3484.0,3014.0,618,17420.0,9335,1895.0,53540,37306672.0
168,60,RL,86.0,10562,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288.0,Unf,0.0,294.0,1582.0,GasA,Ex,Y,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,789.0,TA,TA,Y,178,120,0,0,0,0,NA,NA,NA,0,11,2007,New,Partial,325624.0,12.693498620467778,4.454347296253507,9.26501793326688,7.383989457978509,7.6783263565068856,1,0,0,0,1,0,1,0,0,1,1,1,4014,3743.0,3449.0,2.5,298,3743.0,3449.0,298,29944.0,17288,10304.0,84496,39533566.0
169,60,RL,62.0,8244,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,440.0,TA,TA,Y,100,48,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,183500.0,12.119969946476761,4.127134385045092,9.01724094201035,6.733401891837359,7.450079569807499,1,0,0,0,1,0,1,0,0,1,1,1,4008,2560.0,1720.0,2.5,148,2560.0,1720.0,148,17920.0,12040,0.0,57708,21104640.0
170,20,RL,92.53393470111843,16669,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1686.0,1686.0,GasA,TA,Y,SBrkr,1707,0,0,1707,0.0,0.0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1981.0,RFn,2.0,511.0,TA,TA,Y,574,64,0,0,0,0,NA,NA,NA,0,1,2006,WD,Normal,228000.0,12.337100907936577,4.527575438874817,9.721305985943088,7.442492722794441,7.442492722794441,0,0,0,0,1,0,1,0,0,1,1,1,3962,3393.0,1707.0,2.5,638,3393.0,1707.0,638,27144.0,13656,0.0,133352,56557917.0
171,50,RM,80.82313524761065,12358,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,Unf,0.0,360.0,720.0,GasA,TA,Y,SBrkr,854,0,528,1382,0.0,0.0,1,1,2,1,TA,7,Typ,0,NA,Detchd,1991.0,Unf,2.0,660.0,TA,TA,Y,237,0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,128500.0,11.763684183317412,4.392263251865119,9.422058905620926,6.74993119378857,7.231287004327616,0,0,0,0,0,1,0,0,0,0,1,1,3891,1574.0,1214.0,1.5,237,1574.0,1214.0,237,7870.0,6910,1800.0,61790,19451492.0
172,20,RL,141.0,31770,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639.0,Unf,0.0,441.0,1080.0,GasA,Fa,Y,SBrkr,1656,0,0,1656,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960.0,Fin,2.0,528.0,TA,TA,P,210,62,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,215000.0,12.2783933071098,4.948759890378168,10.366277727263562,7.412160334945205,7.412160334945205,0,0,0,0,1,0,1,0,0,1,1,1,3920,2736.0,2295.0,2.0,272,2736.0,2295.0,272,16416.0,9936,3834.0,190620,86922720.0
173,160,RL,44.0,5306,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495.0,Rec,215.0,354.0,1064.0,GasA,Gd,Y,SBrkr,1064,703,0,1767,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,RFn,2.0,504.0,Gd,TA,Y,441,35,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,239000.0,12.384218830913648,3.784189633918261,8.576593534697684,6.96979066990159,7.4770384723196965,1,0,0,0,1,0,1,0,0,1,1,1,3974,2831.0,2477.0,3.0,476,2831.0,2477.0,476,19817.0,12369,3465.0,37142,15021286.0
174,20,RL,80.0,10197,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288.0,Rec,374.0,700.0,1362.0,GasA,TA,Y,SBrkr,1362,0,0,1362,1.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,2.0,504.0,TA,TA,Y,0,20,0,0,0,0,NA,NA,NA,0,6,2008,COD,Normal,163000.0,12.0015054797889,4.382026634673881,9.229848838364227,7.216709486709457,7.216709486709457,0,0,0,0,1,0,1,0,0,1,1,0,3922,2724.0,2024.0,2.5,20,2724.0,2024.0,20,16344.0,8172,1728.0,61182,27776628.0
175,20,RL,47.0,12416,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398.0,LwQ,208.0,0.0,1606.0,GasA,TA,Y,SBrkr,1651,0,0,1651,1.0,0.0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986.0,Fin,2.0,616.0,TA,TA,Y,192,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,184000.0,12.122691036591123,3.8501476017100584,9.426741242423,7.409136443920128,7.409136443920128,0,0,0,0,1,0,0,0,0,0,1,1,3972,3257.0,3257.0,3.0,192,3257.0,3257.0,192,19542.0,9906,8388.0,74496,40438912.0
176,20,RL,84.0,12615,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477.0,Unf,0.0,725.0,1202.0,GasA,TA,Y,SBrkr,2158,0,0,2158,1.0,0.0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2.0,576.0,TA,TA,Y,0,29,39,0,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,243000.0,12.400816722322686,4.430816798843313,9.442641861075158,7.67693714581808,7.67693714581808,0,0,0,1,1,0,1,0,0,1,1,0,3951,3360.0,2635.0,3.0,68,3360.0,2635.0,68,20160.0,12948,2862.0,75690,42386400.0
177,60,RL,97.0,10029,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831.0,Unf,0.0,320.0,1151.0,GasA,TA,Y,SBrkr,1164,896,0,2060,0.0,1.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1988.0,Unf,2.0,521.0,TA,TA,Y,0,228,0,0,192,0,NA,NA,NA,0,9,2007,WD,Normal,211000.0,12.259613412458204,4.574710978503383,9.213236175088209,7.059617628291383,7.630461261783627,1,0,0,0,1,0,1,0,1,1,1,0,3977,3211.0,2891.0,3.0,420,3211.0,2891.0,420,19266.0,12360,4986.0,60174,32203119.0
178,50,RL,84.61770557936381,13650,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,57.0,BLQ,441.0,554.0,1052.0,GasA,Ex,Y,SBrkr,1252,668,0,1920,1.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1958.0,Unf,2.0,451.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,172500.0,12.058152515453552,4.438143530523041,9.521494800613105,7.132497551660044,7.560080465021827,1,0,0,0,1,0,0,0,0,0,1,0,3916,2972.0,2418.0,3.0,0,2972.0,2418.0,0,14860.0,9600,285.0,68250,40567800.0
179,20,RL,63.0,17423,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,Unf,0.0,312.0,2216.0,GasA,Ex,Y,SBrkr,2234,0,0,2234,1.0,0.0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3.0,1166.0,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,7,2009,New,Partial,501837.0,13.1260306447518,4.143134726391533,9.765546451422905,7.711548979629146,7.711548979629146,0,0,0,0,1,0,1,0,0,1,1,0,4017,4450.0,4138.0,3.0,60,4450.0,4138.0,60,40050.0,20106,17136.0,156807,77532350.0
180,30,RM,60.0,8520,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,968.0,968.0,GasA,TA,Y,SBrkr,968,0,0,968,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1935.0,Unf,2.0,480.0,Fa,TA,N,0,0,184,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,100000.0,11.512925464970229,4.0943445622221,9.050171619823361,6.875232087276577,6.875232087276577,0,0,0,1,0,0,0,0,0,1,1,0,3929,1936.0,968.0,1.0,184,1936.0,968.0,184,9680.0,4840,0.0,42600,16494720.0
181,160,FV,27.055632661172623,2117,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436.0,Unf,0.0,320.0,756.0,GasA,Ex,Y,SBrkr,769,756,0,1525,0.0,0.0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,177000.0,12.083905011555967,3.2978952150819683,7.6577552711348655,6.645090969505644,7.329749689041512,1,0,0,0,1,0,0,0,0,0,1,0,4000,2281.0,1961.0,2.5,0,2281.0,1961.0,0,13686.0,9150,2616.0,12702,4828877.0
182,70,RL,54.0,7588,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352.0,Unf,0.0,441.0,793.0,GasA,Gd,Y,SBrkr,901,901,0,1802,0.0,0.0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1920.0,Unf,1.0,216.0,Fa,TA,Y,0,0,40,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,200100.0,12.206572520571825,3.9889840465642745,8.934323331054905,6.803505257608338,7.496652438168283,1,0,0,1,1,0,0,0,0,1,1,0,3870,2595.0,2154.0,1.5,40,2595.0,2154.0,40,18165.0,12614,2464.0,53116,19690860.0
183,20,RL,60.0,9060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1957.0,RFn,1.0,252.0,TA,TA,Y,116,0,0,180,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,120000.0,11.695247021764184,4.0943445622221,9.111624399037025,7.200424892944957,7.200424892944957,0,1,0,0,1,0,0,0,0,1,0,1,3963,1340.0,1340.0,1.0,296,1340.0,1340.0,296,6700.0,6700,0.0,45300,12140400.0
184,50,RM,63.0,11426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1362.0,1362.0,GasA,Ex,Y,SBrkr,1362,720,0,2082,0.0,0.0,2,1,3,1,Gd,6,Mod,0,NA,Detchd,2003.0,Unf,2.0,484.0,TA,TA,N,280,238,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,200000.0,12.206072645530174,4.143134726391533,9.343646739284408,7.216709486709457,7.641084249174914,1,0,0,0,0,0,1,0,0,1,1,1,4006,3444.0,2082.0,2.5,518,3444.0,2082.0,518,24108.0,14574,0.0,79982,39351144.0
185,50,RL,92.0,7438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Gd,Y,SBrkr,936,316,0,1252,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1986.0,Unf,2.0,576.0,TA,TA,Y,104,0,0,0,0,0,NA,MnPrv,NA,0,6,2006,WD,Normal,127000.0,11.751942365440728,4.5217885770490405,8.914357274485015,6.841615476477592,7.132497551660044,1,0,0,0,0,0,0,0,0,0,1,1,3899,1756.0,1252.0,1.0,104,1756.0,1252.0,104,8780.0,6260,0.0,37190,13061128.0
186,75,RM,90.0,22950,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1107.0,1107.0,GasA,Ex,Y,SBrkr,1518,1518,572,3608,0.0,0.0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993.0,Unf,3.0,840.0,Ex,TA,Y,0,260,0,0,410,0,NA,GdPrv,NA,0,6,2006,WD,Normal,475000.0,13.071070083016778,4.499809670330265,10.04107321548869,7.325148957955575,8.190908881182514,1,0,0,0,1,1,1,0,1,1,1,0,3885,4143.0,3036.0,2.5,670,4143.0,3036.0,670,41430.0,36080,0.0,229500,95081850.0
187,80,RL,72.86142309637106,9947,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611.0,Unf,0.0,577.0,1188.0,GasA,Ex,Y,SBrkr,1217,0,0,1217,1.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1990.0,Unf,2.0,497.0,TA,TA,Y,168,27,0,0,0,0,NA,GdPrv,NA,0,6,2009,WD,Normal,173000.0,12.061046873479915,4.288559323319003,9.205026277152413,7.104144092987527,7.104144092987527,0,0,0,0,0,0,1,0,0,1,1,1,3981,2405.0,1828.0,3.0,195,2405.0,1828.0,195,16835.0,8519,4277.0,69629,23922535.0
188,50,RL,60.0,10410,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,808,704,144,1656,0.0,0.0,2,1,3,1,TA,8,Min2,0,NA,Detchd,1916.0,Unf,1.0,180.0,Fa,Fa,N,0,0,0,140,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal,135000.0,11.813030057420567,4.0943445622221,9.250522161609014,6.694562058521095,7.412160334945205,1,1,0,0,0,1,0,0,0,1,1,0,3903,2172.0,1512.0,2.5,140,2172.0,1512.0,140,10860.0,8280,0.0,52050,22610520.0
189,90,RL,64.0,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,TA,Y,SBrkr,1224,0,0,1224,2.0,0.0,0,2,2,2,TA,6,Typ,2,TA,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,120,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,153337.0,11.940393392554734,4.1588830833596715,8.85623355614316,7.1098794630722715,7.1098794630722715,0,0,0,0,1,0,0,0,0,0,1,1,3958,2310.0,2310.0,3.0,120,2310.0,2310.0,120,11550.0,6120,5430.0,35090,16211580.0
190,120,RL,41.0,4923,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153.0,Unf,0.0,440.0,1593.0,GasA,Ex,Y,SBrkr,1593,0,0,1593,1.0,0.0,1,1,0,1,Ex,5,Typ,1,Gd,Attchd,2001.0,Fin,2.0,682.0,TA,TA,Y,0,120,0,0,224,0,NA,NA,NA,0,8,2008,WD,Normal,286000.0,12.56374708980199,3.713572066704308,8.5016733797582,7.373374309910049,7.373374309910049,0,0,0,0,1,0,1,0,1,1,1,0,4003,3186.0,2746.0,2.5,344,3186.0,2746.0,344,25488.0,12744,9224.0,39384,15684678.0
191,70,RL,70.0,10570,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297.0,Unf,0.0,556.0,853.0,GasA,TA,Y,SBrkr,1549,1178,0,2727,0.0,0.0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1932.0,Unf,2.0,440.0,TA,TA,Y,0,74,0,0,0,0,NA,NA,NA,0,12,2007,WD,Normal,315000.0,12.66032791780777,4.248495242049359,9.265775078864284,7.3453648404168685,7.910957382845589,1,0,0,0,1,0,1,0,0,1,1,0,3926,3580.0,3024.0,2.5,74,3580.0,3024.0,74,28640.0,21816,2376.0,84560,37840600.0
192,60,RL,63.004592724985315,7472,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626.0,Unf,0.0,99.0,725.0,GasA,Gd,Y,SBrkr,725,754,0,1479,1.0,0.0,1,1,4,1,Gd,7,Typ,0,NA,Attchd,1972.0,Fin,2.0,484.0,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,184000.0,12.122691036591123,4.14320762413102,8.918917979908679,6.586171654854675,7.2991214627108,1,0,0,0,0,0,1,0,0,1,1,0,3976,2204.0,2105.0,2.5,32,2204.0,2105.0,32,15428.0,10353,4382.0,52304,16468288.0
193,20,RL,68.0,9017,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560.0,Unf,0.0,871.0,1431.0,GasA,Ex,Y,SBrkr,1431,0,0,1431,1.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0,35,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,192000.0,12.165250651009918,4.219507705176107,9.106866963499908,7.266128779556451,7.266128779556451,0,0,0,0,0,0,1,0,0,1,1,0,3998,2862.0,1991.0,3.0,35,2862.0,1991.0,35,20034.0,10017,3920.0,63119,25806654.0
194,160,RM,24.0,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,130000.0,11.77528972943772,3.1780538303479458,7.8328075165248645,6.877296071497429,7.443663683115591,1,0,0,0,0,0,1,0,0,1,1,0,4008,2679.0,1709.0,2.0,40,2679.0,1709.0,40,18753.0,11963,0.0,17654,6756438.0
195,20,RL,60.0,7180,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390.0,Unf,0.0,474.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,127000.0,11.751942365440728,4.0943445622221,8.87905466204227,6.761572768804055,6.761572768804055,0,0,0,0,0,0,0,0,0,0,1,0,3944,1728.0,1254.0,1.0,0,1728.0,1254.0,0,8640.0,4320,1950.0,35900,12407040.0
196,160,RL,24.0,2280,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566.0,Unf,0.0,289.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Unf,2.0,440.0,TA,TA,Y,87,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,148500.0,11.908340237224891,3.1780538303479458,7.731930721948486,6.75110146893676,7.283448228756631,1,0,0,0,1,0,0,0,0,0,1,1,3952,2311.0,2022.0,2.5,87,2311.0,2022.0,87,13866.0,8736,3396.0,13680,5269080.0
197,20,RL,79.0,9416,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126.0,Unf,0.0,600.0,1726.0,GasA,Ex,Y,SBrkr,1726,0,0,1726,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,786.0,TA,TA,Y,171,138,0,0,266,0,NA,NA,NA,0,9,2007,New,Partial,311872.0,12.650348126203179,4.3694478524670215,9.150165648940114,7.453561871643373,7.453561871643373,0,0,0,0,1,0,1,0,1,1,1,1,4014,3452.0,2852.0,3.0,575,3452.0,2852.0,575,24164.0,12082,7882.0,65912,32504032.0
198,75,RL,174.0,25419,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036.0,LwQ,184.0,140.0,1360.0,GasA,Gd,Y,SBrkr,1360,1360,392,3112,1.0,1.0,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2.0,795.0,TA,TA,Y,0,16,552,0,0,512,Ex,GdPrv,NA,0,3,2006,WD,Abnorml,235000.0,12.367340793126296,5.159055299214529,10.143252204866574,7.215239978730097,8.043020885298283,1,0,0,1,1,1,1,1,0,1,1,0,3908,4080.0,3940.0,3.5,568,4080.0,3940.0,568,32640.0,24896,8288.0,203352,103709520.0
